formula,mpids,is_stable,theoretical,band_gap,formation_energy_per_atom,Value,DOI,compound_type,Category_count
MnV2O6,mp-2490654,True,True,1.8528,-2.333588346992338,1.93,10.1039/c7dt00780a,Oxides,1
CaH2,mp-23713,True,False,3.0275,-0.6668815449999991,3.0,10.1016/j.jssc.2017.05.029,Hydrides,1
HgS,mp-9252,False,False,1.6863,-0.371178477500002,0.7,10.1016/j.physb.2019.04.029,Chalcogenides,1
SnSe,mp-691,True,False,0.5159,-0.45354630828125,0.94,10.1016/j.matpr.2019.02.190,Chalcogenides,1
Ag2MoO4,mp-19318,False,False,1.873099999999999,-1.251052689761907,3.26,10.1016/j.physb.2019.02.036,Oxides,1
Pd(IO3)2,mp-1198404,False,False,0.9186,-0.7437370475,1.31,10.1021/ic101627v,Halides,2
CsTaWO6,mp-1225854,True,True,3.1466,-2.764782768554279,3.525,10.1039/c0jm02549f,Oxides,1
NaInO2,mp-5175,True,False,1.9142,-1.978897959511493,3.9,10.1039/c4ta00906a,Oxides,1
Li3Sb,mp-2074,False,False,0.707399999999999,-0.744135469999999,1.0,10.1039/c7cp05027e,Antimonides,1
Ba3Nb2Se9,mp-1195033,False,False,1.0023,-1.555105885256696,1.3,10.1021/cm401737s,Chalcogenides,1
Cs3AuO,mp-505212,True,False,1.3261,-0.8716979867931051,2.35,10.1039/b708844m,Oxides,1
Li3NbO4,mp-31488,True,False,3.8385,-2.717096784687499,4.0,10.1016/j.tsf.2016.01.030,Oxides,1
CaS,mp-1672,True,False,2.3819,-2.435607998906249,4.465,10.1016/j.optmat.2009.10.010,Chalcogenides,1
PbO,mp-19921,True,False,1.4635999999999991,-1.469972337031249,2.75,10.1016/j.matpr.2020.04.158,Oxides,1
Ag2WO4,mp-504466,False,True,2.0439,-1.348469886904761,2.925,10.1016/j.cej.2019.05.060,Oxides,1
K2SmP2S7,mp-555587,True,False,2.2591,-1.303826042190475,2.59,10.1021/ic101843,Chalcogenides,2
CuCl,mp-1225654,False,True,0.5569000000000001,-0.498003276249999,3.306,10.1016/j.physb.2006.01.447,Halides,1
Cu3BiS3,mp-607291,False,False,0.7058,-0.275353346026784,1.42,10.1016/j.cej.2019.122172,Chalcogenides,1
NaBiS2,mp-1221125,True,True,1.446899999999999,-0.8710035101562491,1.21,10.1039/c9cp00336c,Chalcogenides,1
TlBr,mp-568949,True,False,2.1678,-1.151021851666669,2.68,10.1016/j.physb.2011.02.014,Halides,1
K2Sn3O7,mp-1024073,True,True,1.5671,-2.08584630975,3.325,10.1021/acs.inorgchem.7b00036,Oxides,1
GaSe,mp-568263,True,False,1.2121,-0.69001870828125,2.0,10.1016/j.optmat.2016.02.034,Chalcogenides,1
CoPO4,mp-849770,True,True,1.0727,-2.09047651577381,1.1,10.1039/c6ta10674a,Oxides,1
Cs2TiCl6,mp-27828,True,False,2.2291,-2.063635286851851,2.54,10.1039/c9tc05711k,Halides,1
B6O,mp-1346,True,False,1.856399999999999,-0.8052726050000011,2.0,10.1039/c9cs00313d,Oxides,1
HCNO,mp-1190216,True,True,4.6665,-0.928053018854167,3.68,10.1039/c7nj03707d,Oxides,1
Na2O,mp-2352,True,False,1.8736,-1.425738685919539,1.53,10.1007/s10853-018-2179-6,Oxides,1
Li2FeSiO4,mp-18968,True,False,3.123599999999999,-2.563266433645833,3.15,10.1039/c3ta13387g,Silicides,2
TlHg6Se4Br5,mp-1202157,False,False,1.988999999999999,-0.695838585794273,2.8,10.1021/ic402023z,Halides,2
Mg3As2,mp-1990,True,False,1.6654,-0.78755513925,1.865,10.1038/s41524-019-0215-y,Arsenides,1
Y6MoO12,mp-1237135,False,True,2.1663,-3.360715905263158,3.05,10.1016/j.optmat.2016.09.026,Oxides,1
K3LuSi2O7,mp-557543,True,False,3.6132,-3.092836822570512,5.0,10.1038/s41467-019-13293-0,Silicides,2
CrCl3,mp-567504,True,False,1.5182,-1.425545254374999,1.09,10.1039/c5cp04835d,Halides,1
Rb2Mg2(WO4)3,mp-1195026,False,False,4.355700000000001,-2.417316159210526,4.17,10.1002/ejic.201500009,Oxides,1
Ga2Se2O7,mp-1196063,True,False,3.4975,-1.691454147926137,4.61,10.1021/ic300373z,Chalcogenides,2
AgN3,mp-2247,False,False,1.5714,0.624941838333334,3.67,10.1021/jacs.5b03986,Nitrides,1
Bi2Te2S,mp-1227335,False,True,0.7519,-0.2794673095625,0.92,10.1039/c8cp05793a,Chalcogenides,1
AsBr3,mp-23317,True,False,3.1271,-0.860313386875,2.6,10.1021/jacs.5b03986,Arsenides,2
Cs2MgSn3Se8,mp-1195633,True,False,1.4299,-1.014674557361454,1.92,10.1021/ic400995z,Chalcogenides,1
Cd3(PO4)2,mp-680761,True,False,2.5482,-2.2433336802655672,4.95,10.1016/j.matpr.2019.04.109,Oxides,1
K4Nb6O17,mp-560692,True,False,2.6581,-2.9229413715370383,3.2,10.1016/j.cej.2013.03.091,Oxides,1
La2TeO2,mp-4547,True,False,2.028699999999999,-3.386965779333334,2.5,10.1039/c8tc05917a,Chalcogenides,2
BiSbO4,mp-23018,True,False,2.4246,-1.841449013333336,2.85,10.1039/c1ce05025g,Antimonides,2
ThO2,mp-643,True,False,4.4187,-4.36779017333333,3.94,10.1039/c3dt32536a,Oxides,1
Rb3Al2(PO4)3,mp-560459,True,False,4.4183,-2.932643588821427,4.855,10.1039/c8qi01249k,Oxides,1
ZnMoO4,mp-1095420,True,False,2.300799999999999,-1.920267846666667,3.62,10.1016/j.optmat.2019.109205,Oxides,1
KTlO,mp-27716,True,False,1.1638,-1.191447635194449,1.46,10.1039/c8nr08046a,Oxides,1
CrI3,mp-1213805,True,True,1.159,-0.723041855833334,1.05,10.1039/c9ra01825e,Halides,1
K2Cd3S4,mp-18101,True,False,1.9018,-1.008943850694444,2.75,10.1021/ic010069n,Chalcogenides,1
SrSeO4,mp-4092,True,False,3.5358,-2.150680372890625,4.75,10.1002/zaac.201500211,Chalcogenides,2
Cs2SnCl6,mp-608555,True,False,2.59,-1.7102631183333332,2.14,10.1039/c9nj03902c,Halides,1
Li6PS5Cl,mp-985592,False,True,2.2955,-1.320229665164834,3.1,10.1039/c9ta02166c,Halides,2
KMgBO3,mp-1191101,True,False,4.6163,-2.778594942319444,3.742,10.1039/c5tc02337h,Oxides,1
Cs2TlBiI6,mp-1112501,False,True,1.3773,-1.172752488264369,1.37,10.1039/d0ee01153c,Halides,1
CaNb2O6,mp-17101,True,False,3.6052,-3.237535069722227,3.94,10.1016/j.cej.2020.125251,Oxides,1
B2S3,mp-1199451,True,False,2.5061,-0.7342185787266671,3.75,10.1039/c5tc01079a,Chalcogenides,1
MnTe6O13,mp-1201691,False,False,2.3901,-1.564019507896553,3.2,10.1039/b300573a,Chalcogenides,2
GeAs,mp-9548,True,False,0.5112999999999991,-0.060294584583334,1.615,10.1039/c8ta02676a,Arsenides,1
LiAsSe2,mp-1078724,True,False,0.7504000000000001,-0.6450723543229161,1.105,10.1002/ejic.200901052,Arsenides,2
LiZnAs,mp-9124,True,False,0.5518000000000001,-0.518190976944444,1.61,10.1016/j.physb.2017.05.041,Arsenides,1
SnO,mp-545820,False,True,0.519099999999999,-1.628875743749999,2.55,10.1016/j.cej.2019.02.062,Oxides,1
BaSO4,mp-3307,False,False,4.5086,-2.574819327083332,3.2725,10.1039/d0ta02348e,Chalcogenides,2
FeSi2,mp-1714,True,False,0.6966000000000001,-0.395635093333333,0.88,10.1016/j.matpr.2019.02.050,Silicides,1
LiZnN,mp-7575,True,False,0.5187,-0.423469533472221,1.945,10.1016/j.jallcom.2013.04.200,Nitrides,1
C2N,mp-2718,False,False,3.118999999999999,0.374331726249999,1.82,10.1039/c5ra26873g,Nitrides,2
Sm4GaSbS9,mp-1199065,True,False,1.9465999999999992,-1.839325372166666,2.23,10.1134/S0020168511010109,Antimonides,2
NaIn(IO3)4,mp-1196607,True,False,3.0219,-1.137425989891443,3.7,10.1039/c0dt01272f,Halides,2
K2Cd2Te3,mp-571637,True,False,1.882299999999999,-0.904475860523808,1.93,10.1021/ja9094846,Chalcogenides,1
Rb2Te,mp-441,True,False,1.8766,-1.137773643888888,4.5,10.1021/jacs.5b03986,Chalcogenides,1
CdO2,mp-2310,False,False,1.2535,-0.8412000416666661,3.6,10.1016/j.tsf.2011.06.030,Oxides,1
KSb5S8,mp-15559,True,False,1.591599999999999,-0.460078619017855,1.745,10.1016/j.jallcom.2003.11.108,Antimonides,2
K10Zn4Sn4S17,mp-1224229,True,True,2.1377,-1.183576601571427,3.1500000000000004,10.1021/cm030175i,Chalcogenides,1
TiNb2O7,mp-759307,False,True,2.1357,-3.169513764833335,2.91,10.1039/c6ta11061d,Oxides,1
TlHg6S4Br5,mp-1204377,False,False,2.1407,-0.6696991627083361,3.03,10.1021/ic402023z,Halides,2
CoO,mp-22408,True,False,0.5880000000000001,-1.2718311462500012,2.45,10.1016/j.cej.2019.122092,Oxides,1
LiCoPO4,mp-758022,True,True,3.2415,-2.404089948282313,3.4,10.1039/c1ee02283k,Oxides,1
SrNb2O6,mp-4591,True,False,2.9977,-3.237719354444443,3.94,10.1016/j.optmat.2017.02.002,Oxides,1
V2O3,mp-780654,False,True,0.620899999999999,-2.503826392749999,0.7,10.1016/j.tsf.2020.138063,Oxides,1
BaGa2GeSe6,mp-1227970,False,True,1.9186,-1.11165269040625,2.81,10.1039/c5tc02337h,Chalcogenides,1
Li8ZrO6,mp-755225,False,True,4.7984,-2.46284939711111,4.74,10.1039/c3cp51101d,Oxides,1
Cs2Cu2Sb2S5,mp-1190579,False,False,1.104299999999999,-0.6778431233296861,1.6,10.1016/j.jssc.2015.10.028,Antimonides,2
InS,mp-19795,True,False,1.3508,-0.6828759189062491,1.995,10.1016/j.optmat.2013.10.046,Chalcogenides,1
RbY(TeO3)2,mp-1194706,True,False,3.1745,-2.302052576083333,3.6,10.1021/nn305707f,Chalcogenides,2
LiInTe2,mp-20782,True,False,1.3847,-0.8370955545833321,1.23,10.1039/c9ta10466f,Chalcogenides,1
Zn2SiO4,mp-3789,True,False,2.7537000000000003,-2.44712343857143,4.955,10.1016/j.physb.2011.07.054,Silicides,2
Al4SiC4,mp-1214816,False,True,1.200899999999999,-0.069040207222222,1.05,10.1039/c6ra05749g,Silicides,2
Li2In2SiS6,mp-1191903,False,False,2.427999999999999,-1.131021578181817,3.61,10.1021/ic300604a,Silicides,2
LiCaAs,mp-1095289,True,False,1.073299999999999,-1.236092714722222,1.57,10.1006/jssc.1998.7791,Arsenides,1
ZnSnP2,mp-4175,True,False,0.704299999999999,-0.258769282738095,1.3199999999999998,10.1039/c5tc02663f,Phosphides,1
RbGaSnSe4,mp-1209628,True,True,1.378099999999999,-0.9905953270535712,1.88,10.1002/zaac.200400154,Chalcogenides,1
CsErZnSe3,mp-7155,True,False,2.1566,-1.647716223614403,2.595,10.1021/ic800370r,Chalcogenides,1
NaNb3O8,mp-623854,True,False,2.4842,-2.9586486913649424,2.535,10.1021/acs.chemmater.7b02683,Oxides,1
Ag2CO3,mp-560717,False,False,0.7489999999999991,-1.06313207875,2.3,10.1016/j.cej.2019.123192,Oxides,1
PbCl2,mp-23291,True,False,3.7939,-1.308738062500002,3.91,10.1016/j.physb.2018.01.057,Halides,1
LiCdBO3,mp-6126,True,False,2.115599999999999,-2.30400035625,4.28,10.1016/j.jssc.2015.12.004,Oxides,1
NiSnO3,mp-754654,False,True,1.7717,-1.725544296999999,3.75,10.1016/j.optmat.2015.06.009,Oxides,1
Pr2Ti2O7,mp-15201,True,False,2.972899999999999,-3.714439192499989,2.7,10.1039/c5tc00242g,Oxides,1
H2WO4,mp-29530,False,False,1.4761,-1.754318643928571,2.63,10.1016/j.jece.2015.02.016,Oxides,2
TlSbS2,mp-28230,True,False,1.6594000000000002,-0.581591457083335,1.68,10.1007/s00339-012-7446-9,Antimonides,2
H2O2,mp-28015,False,False,4.4853,-0.8739656187499991,1.75,10.1016/j.jece.2020.104254,Oxides,2
Al2Te3,mp-29502,True,False,1.854,-0.559024813749999,2.5,10.1021/jacs.5b03986,Chalcogenides,1
PrAlO3,mp-3466,True,False,4.1325,-3.655848326333328,3.8,10.1039/c6ra08875a,Oxides,1
BaZn2(PO4)2,mp-6089,True,False,4.0373,-2.729195811098901,4.385,10.1007/s10971-016-4024-1,Oxides,1
Rb2Zn3(P2O7)2,mp-557089,True,False,4.1684,-2.535591127329192,4.39,10.1039/d0qi00689k,Oxides,2
MgWO4,mp-18875,True,False,3.6767,-2.562331308333333,3.39,10.1007/s10854-019-01960-3,Oxides,1
BAs,mp-10044,False,False,1.203699999999999,-0.041637114791665,1.39,10.1016/j.physb.2005.04.022,Arsenides,1
NaLa2TaO6,mp-13019,True,False,3.979199999999999,-3.504750970871265,4.5,10.1021/cm702303r,Oxides,1
CCl4,mp-1004532,True,False,4.5103,-0.642285480749999,3.78,10.1016/j.cej.2019.03.095,Halides,1
TeSe2,mp-1217269,True,True,0.6533000000000001,-0.010185599374999,2.392,10.1007/s40843-017-9076-5,Chalcogenides,1
LiMgP,mp-36111,True,True,1.7113,-0.75129741765873,2.43,10.1016/S0038-1098(98)00384-6,Phosphides,1
RbCaH3,mp-23949,False,False,3.2736,-0.47965106625,3.32,10.1016/j.jssc.2005.12.033,Hydrides,1
Na2Mn3O7,mp-19080,True,False,1.405699999999999,-1.937155033462644,1.24,10.1039/c7ta02609a,Oxides,1
Sm4InSbS9,mp-1196183,True,False,2.1754,-1.815866624194443,2.13,10.1021/acs.inorgchem.5b02846,Antimonides,2
MgSe,mp-1018040,True,False,2.5765,-1.474296713671875,4.1,10.1016/B978-0-444-81573-6.50078-5,Chalcogenides,1
BiOF,mp-23074,True,False,3.1303,-2.226778585833356,3.93,10.1016/j.jphotochem.2019.01.031,Halides,1
SiP,mp-2798,True,False,1.7395,-0.169962202321427,1.02,10.1039/c7cp06196j,Silicides,2
KTaO3,mp-3614,True,False,2.0995,-3.071587857916669,3.65,10.1016/j.physb.2012.09.011,Oxides,1
TlSbSe2,mp-567318,True,True,0.8323,-0.388810932031248,0.82,10.1007/s10854-016-4731-y,Antimonides,2
CdMoO4,mp-19039,True,False,2.4682,-1.814628006666668,3.2,10.1039/c5cp01598g,Oxides,1
CaSc2O4,mp-4056,True,False,3.457999999999999,-3.783688220714285,4.45,10.1039/c9qi00443b,Oxides,1
Cs2AgBiI6,mp-1113264,False,True,0.8526,-1.088725661097701,1.75,10.1039/c9dt01485c,Halides,1
Ba3Bi2TeO9,mp-556407,True,False,2.1188,-2.334691380444445,2.3,10.1007/s10789-005-0169-y,Chalcogenides,2
SrTi(PO4)2,mp-1191111,True,False,2.6126,-3.180023392301587,3.44,10.1039/b822336j,Oxides,1
K2PdSe10,mp-505138,False,True,1.0743,-0.393897858879807,1.48,10.1103/PhysRevB.71.085116,Chalcogenides,1
Nb3O7F,mp-760188,False,True,2.3814,-3.0749570636363632,3.1100000000000003,10.1039/c5ta02774h,Halides,2
BiI3,mp-22849,True,False,2.5349,-0.7663869175000011,1.8,10.1016/j.physb.2011.12.011,Halides,1
Na2TeS3,mp-1190141,True,False,1.7828,-0.9108006049042132,2.03,10.1021/acs.inorgchem.5b02227,Chalcogenides,1
NiS2,mp-1411545,False,True,0.527899999999999,-0.5559060250000001,0.5449999999999999,10.1016/j.matpr.2020.04.215,Chalcogenides,1
DyMnO3,mp-1188804,False,True,1.0173,-2.73365396741954,3.73,10.1007/s10948-017-4550-2,Oxides,1
BaTi4O9,mp-3175,False,False,2.7042,-3.5136086255952392,3.55,10.1007/s10562-008-9420-x,Oxides,1
La2MgTiO6,mp-6457,False,False,3.064,-3.683122239833333,4.66,10.1039/c7tc02661g,Oxides,1
CoTeMoO6,mp-551806,True,False,1.847299999999999,-1.670296165185186,2.125,10.1134/S0020168517070081,Chalcogenides,2
ZnSnO3,mp-13334,False,False,1.080999999999999,-1.939425192999999,3.05,10.1016/j.optmat.2017.05.056,Oxides,1
CsVO3,mp-504651,True,False,3.1105,-2.4174072654310352,2.14,10.1039/c8tc05110k,Oxides,1
ZnGeP2,mp-4524,True,False,1.1782,-0.275104891488094,2.06,10.1016/j.physb.2003.09.170,Phosphides,1
KBaSbSe3,mp-1190698,False,False,1.7736,-1.375387388213542,2.04,10.1021/cg5001446,Antimonides,2
SrCu2GeSe4,mp-16179,False,False,0.5996,-0.928521952421874,1.795,10.1021/acs.inorgchem.7b01318,Chalcogenides,1
B4C,mp-1238815,True,True,3.0415,-0.1003448895,1.795,10.1038/s41598-019-38556-0,Carbides,1
BaC2,mp-10293,False,False,2.1291,0.081697001666665,2.2,10.1016/j.intermet.2010.03.019,Carbides,1
Be2C,mp-1569,True,False,1.163699999999999,-0.231303785833333,2.0,10.1039/c6ra02141g,Carbides,1
C,mp-66,False,False,4.1145,0.1382973275,3.15,10.1016/j.jece.2020.104168,Carbides,1
GeC,mp-1002164,False,True,1.658099999999999,0.438373328749999,2.09,10.1016/j.rinp.2019.102306,Carbides,1
SnC,mp-1009820,False,True,0.6257,0.8178256637499991,2.1,10.1016/j.rinp.2017.08.049,Carbides,1
ZnC2,mp-1207473,False,True,2.707799999999999,1.1256620624999991,3.8,10.1039/c7tc05383e,Carbides,1
